artist_name,artist_id,track_name,track_id,lyric,sentiment,sentiment_score
Justin Timberlake,31TPClRtHm23RisEBtV3X7,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",1WkMMavIMc4JZ8cfMmxHkI,"I got this feeling inside my bones
It goes electric, wavey when I turn it on
All through my city, all through my home
We're flying up, no ceiling, when we in our zone

I got that sunshine in my pocket
Got that good song in my feet
I feel that hot blood in my body when it drops
I can't take my eyes up off it, moving so phenomenally
You gone like the way we rock it, so don't stop

Under the lights when everything goes
Nowhere to hide when I'm getting you close
When we move, well, you already know
So just imagine, just imagine, just imagine
Nothing I can see but you when you dance, dance, dance
Feeling good, good, creeping up on you
So just dance, dance, dance, come on
All those things I should do to you
But you dance, dance, dance
And ain't nobody leaving soon, so keep dancing

I can't stop the feeling
So just dance, dance, dance
I can't stop the feeling
So just dance, dance, dance, come on

Ooh, it's something magical
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,95.1
Justin Timberlake,31TPClRtHm23RisEBtV3X7,Mirrors,4rHZZAmHpZrA3iH5zx8frV,"Aren't you somethin' to admire?
'Cause your shine is somethin' like a mirror
And I can't help but notice
You reflect in this heart of mine
If you ever feel alone and
The glare makes me hard to find
Just know that I'm always
Parallel on the other side

'Cause with your hand in my hand and a pocket full of soul
I can tell you there's no place we couldn't go
Just put your hand on the glass
I'll be there to pull you through
You just gotta be strong

'Cause I don't wanna lose you now
I'm lookin' right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now
And I'll tell you, baby, it was easy
Comin' back here to you once I figured it out
You were right here all along

It's like you're my mirror (oh-oh)
My mirror staring back at me (oh-oh, oh-oh, oh-oh)
I couldn't get any bigger (oh-oh)
With anyone else beside me (oh-oh, oh-oh, oh-oh)
And now it's clear as this promise
That we're makin'
Two reflections into one
'Cause it's like you're my mirror (oh-oh)
My mirror staring back at me, staring back at me

Aren't you somethin', an original?
'Cause it doesn't seem merely assembled
And I can't help but stare
'Cause I see truth somewhere in your eyes
Ooh, I can't ever change without you
You reflect me, I love that about you
And if I could
I would look at us all the time

'Cause with your hand in my hand and a pocket full of soul
I can tell you there's no place we couldn't go
Just put your hand on the past
I'm here tryna pull you through
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,99.67
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,I Feel It Coming,3dhjNA0jGA8vHBQ1VdD6vV,"Yeah, ah

Tell me what you really like
Baby, I can take my time
We don't ever have to fight
Just take it step by step
I can see it in your eyes
'Cause they never tell me lies
I can feel that body shake
And the heat between your legs

You've been scared of love and what it did to you
You don't have to run, I know what you've been through
Just a simple touch and it can set you free
We don't have to rush when you're alone with me

I feel it coming, I feel it coming, baby
I feel it coming, I feel it coming, baby
I feel it coming, I feel it coming, baby
I feel it coming, I feel it coming, baby

You are not the single type
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,76.67
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,False Alarm,4oeaIftdpT3JuZLcCkKmVE,"Bathroom stalls for the powder nose (she loves)
High heel shoes with the open toes (she loves)
She's got a good time wrapped in gold (she loves)
For you, for you
All red dress with the devil eyes (she loves)
So obsessed with the camera lights (she loves)
You love her, but you can't deny (she loves)
The truth, the truth

She loves everybody
Can't you tell by the signs?
She loves everybody
She gets off all the time
It's a dark philosophy
And it haunts her constantly
It's a false alarm to me
She's a false alarm

False alarm (hey, hey, hey, hey)
False alarm (hey, hey, hey, hey)
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,89.19
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy,7MXVkk9YMctZqd1Srtv4MB,"I'm tryna put you in the worst mood, ah
P1 cleaner than your church shoes, ah
Milli' point two just to hurt you, ah
All red Lamb' just to tease you, ah
None of these toys on lease too, ah
Made your whole year in a week too, yeah
Main bitch outta your league too, ah
Side bitch out of your league too, ah

House so empty, need a centerpiece
20 racks a table, cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face, man, I love my baby, ah
You talking money, need a hearing aid
You talking 'bout me, I don't see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

Look what you've done
I'm a motherfucking starboy

Look what you've done

I'm a motherfucking starboy

Every day a nigga try to test me, ah
Every day a nigga try to end me, ah
Pull off in that Roadster SV, ah
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,98.3
Fools Garden,0jRqFvRKCDryHOgrgFqsKG,Ordinary Man,4hJG71B9ULgob3c9mgHaPB,"Who you gonna be?
The owner of the moon
A soon forgotten hero with a never fading bloom
Who you wanna be?
When you realize you're failing all the time
Who you wanna be?

Where do you wanna go?
When you leave your past behind
When you move yourself in circles
And there's nothing left to find
Where do you wanna go?
When you feel there's nothing left for you to do

Who you wanna be?
In a world of sad and loneliness
Who you wanna be?
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,82.53
Fools Garden,0jRqFvRKCDryHOgrgFqsKG,Meanwhile,6eZo7R704JHZyjOA6tvalU,"You've changed the world around you
Is it better now?
No starving anymore
Hey, is it better now?
Your helpless little fingers
They've never been as calm as now
Your trembling is over
It's better now

If there was a light in the dark
I would try to wake you up
Could I look into your eyes?
While another baby cries
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,34.21
Nathan Sykes,2Rf4X6m0oayCJhaJ5K63GQ,Over And Over Again,26h6qDR3KtieqIWgnveqmC,"From the way you smile
To the way you look
You capture me
Unlike no other
From the first hello
Yeah, that's all it took
And suddenly
We had each other

And I won't leave you
Always be true
One plus one, two for life
Over and over again

So don't ever think I need more
I've got the one to live for
No one else will do
And I'm tellin' you
Just put your heart in my hands
I promise it won't get broken
We'll never forget this moment
Yeah, we'll stay brand new
'Cause I'll love you
Over and over again
Over and over again
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,96.05
Katy Perry,6jJ0s89eD6GaHleKKya26X,Unconditionally,2RPNCUaDL2ixoY9wGpoJoQ,"Oh, no, did I get too close?
Oh, did I almost see what's really on the inside?
All your insecurities
All the dirty laundry
Never made me blink one time

Unconditional, unconditionally
I will love you unconditionally
There is no fear now
Let go and just be free
I will love you unconditionally

Come just as you are to me
Don't need apologies
Know that you are worthy
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,91.67
Justin Timberlake,31TPClRtHm23RisEBtV3X7,Mirrors,2JZKXgq5zsokN01KWyiY6n,"Aren't you somethin' to admire?
'Cause your shine is somethin' like a mirror
And I can't help but notice
You reflect in this heart of mine
If you ever feel alone and
The glare makes me hard to find
Just know that I'm always
Parallel on the other side

'Cause with your hand in my hand and a pocket full of soul
I can tell you there's no place we couldn't go
Just put your hand on the glass
I'll be there to pull you through
You just gotta be strong

'Cause I don't wanna lose you now
I'm lookin' right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now
And I'll tell you, baby, it was easy
Comin' back here to you once I figured it out
You were right here all along

It's like you're my mirror (oh-oh)
My mirror staring back at me (oh-oh, oh-oh, oh-oh)
I couldn't get any bigger (oh-oh)
With anyone else beside me (oh-oh, oh-oh, oh-oh)
And now it's clear as this promise
That we're makin'
Two reflections into one
'Cause it's like you're my mirror (oh-oh)
My mirror staring back at me, staring back at me

Aren't you somethin', an original?
'Cause it doesn't seem merely assembled
And I can't help but stare
'Cause I see truth somewhere in your eyes
Ooh, I can't ever change without you
You reflect me, I love that about you
And if I could
I would look at us all the time

'Cause with your hand in my hand and a pocket full of soul
I can tell you there's no place we couldn't go
Just put your hand on the past
I'm here tryna pull you through
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,99.67
Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,Remember the Time,4jnFqNWeJCeCRHc4HCdxfd,"Do you remember
When we fell in love
We were young and innocent then
Do you remember
How it all began
It just seemed like heaven, so why did it end?

Do you remember (I bet you remember)
Back in the fall (I bet you remember)
We'd be together all day long (I bet you remember)
Do you remember (I bet you remember)
Us holding hands (I bet you remember)
In each other's eyes, we'd stare (I bet you remember)
Tell me

Do you remember the time?
When we fell in love
Do you remember the time?
When we first met, girl
Do you remember the time? (Oh, I)
When we fell in love
Do you remember the time?

Do you remember how we used to talk?
You know, we'd stay on the phone at night 'til dawn
Do you remember all the things we said?
Like, ""I love you so, I'll never let you go""

Do you remember (I bet you remember)
Back in the spring? (I bet you remember)
Every morning, birds would sing (I bet you remember)
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,98.26
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Santa Tell Me,0lizgQ7Qw35od7CYaoMBZb,"Santa, tell me if you're really there
Don't make me fall in love again
If he won't be here next year

Santa, tell me if he really cares
'Cause I can't give it all away
If he won't be here next year

Feeling Christmas all around
And I'm trying to play it cool
But it's hard to focus
When I see him walking 'cross the room

""Let It Snow"" is blasting out
But I won't get in the mood
I'm avoiding every mistletoe until I know...

It's true love that he thinks of
So next Christmas I'm not all alone, boy

Santa, tell me if you're really there
Don't make me fall in love again
If he won't be here next year

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,96.85000000000001
Justin Timberlake,31TPClRtHm23RisEBtV3X7,Rock Your Body,1AWQoqb9bSvzTjaLralEkT,"Don't be so quick to, walk away
Dance with me
I wanna rock your body
Please stay
Dance with me
You don't have to admit you, wanna play
Dance with me
Just let me rock you
'Til the break of day
Dance with me

Guy time, but I don't mind
Just wanna rock you girl
I'll have whatever you have
Come on, just give it a whirl
See I've been watchin' you
And I like the way you move
So go ahead, girl, just do
That ass shakin' thing you do

So you grab your girls
And you grab a couple more
And you all come meet me
In the middle of the floor
Said the air is thick, it's smellin' right
So you pass to the left and you sail to the right

Don't be so quick to, walk away
Dance with me
I wanna rock your body
Please stay
Dance with me
You don't have to admit you, wanna play
Dance with me
Just let me rock you
'Til the break of day
Dance with me

I don't mean no harm
Just wanna rock you girl
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,16.86
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Needed Me,1Tt4sE4pXi57mTD1GCzsqm,"Mustard on the beat ho!

I was good on my own, that's the way it was, that's the way it was
You was good on the low for a faded fuck, on some faded love
Shit, what the fuck you complaining for?
Feeling jaded huh?
Used to trip off that shit I was kickin' to you
Had some fun on the run though I give it to you

But baby, don't get it twisted
You was just another nigga on the hit list
Tryna fix your inner issues with a bad bitch
Didn't they tell you that I was a savage
Fuck your white horse and a carriage
Bet you never could imagine
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,97.59
Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,Beat It,1OOtq8tRnDM8kG2gqUPjAj,"They told him, ""Don't you ever come around here""
""Don't wanna see your face, you better disappear""
The fire's in their eyes and their words are really clear
So beat it, just beat it

You better run, you better do what you can
Don't wanna see no blood, don't be a macho man
You wanna be tough, better do what you can
So beat it, but you wanna be bad

Just beat it (beat it), beat it (beat it)
No one wants to be defeated
Showin' how funky and strong is your fight
It doesn't matter who's wrong or right
Just beat it (beat it)
Just beat it (beat it)
Just beat it (beat it)
Just beat it (beat it, uh)

They're out to get you, better leave while you can
Don't wanna be a boy, you wanna be a man
You wanna stay alive, better do what you can
So beat it, just beat it
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,85.04
Justin Timberlake,31TPClRtHm23RisEBtV3X7,Cry Me a River,7Lf7oSEVdzZqTA0kEDSlS5,"You were my sun
You were my earth
But you didn't know all the ways I loved you, no
So you took a chance
And made other plans
But I bet you didn't think that they would come crashing down, no

You don't have to say what you did
I already know, I found out from him
Now there's just no chance for you and me
There'll never be
And don't it make you sad about it

You told me you loved me
Why did you leave me all alone
Now you tell me you need me
When you call me on the phone
Girl I refuse
You must have me confused
With some other guy
The bridges were burned
Now it's your turn
To cry

Cry me a river
Cry me a river
Cry me a river
Cry me a river

Know that they say
That some things are better left unsaid
It wasn't like you only talked to him and you know it
(Don't act like you don't know it)

All of these things people told me
Keep messing with my head
(Messing with my head)
Should've picked honesty
Then you may not have blown it

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,97.24000000000001
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Umbrella,49FYlytm3dAAraYgpoJZux,"Uh-huh, uh-huh (yeah, Rihanna)
Uh-huh, uh-huh (good girl, gone bad)
Uh-huh, uh-huh (take three, action)
Uh-huh, uh-huh (Hov)

No clouds in my stones
Let it rain, I hydroplane in the bank
Coming down with the Dow Jones
When the clouds come, we gone, we Roc-A-Fella
We fly higher than weather, in G5's or better
You know me (you know me)
In anticipation for precipitation, stack chips for the rainy day
Jay, Rain Man is back
With Little Miss Sunshine, Rihanna, where you at?

You have my heart
And we'll never be worlds apart
Maybe in magazines
But you'll still be my star
Baby, 'cause in the dark
You can't see shiny cars
And that's when you need me there
With you, I'll always share
Because

When the sun shine, we shine together
Told you I'll be here forever
Said I'll always be your friend
Took an oath, I'ma stick it out to the end
Now that it's raining more than ever
Know that we'll still have each other
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,90.44
Anna Kendrick,6xfqnpe2HnLVUaYXs2F8YS,True Colors,2ORrgw8M0ZbrFlm5cpaKCv,"You with the sad eyes
Don't be discouraged
Oh, I realize
It's hard to take courage
In a world full of people
You can lose sight of it all
The darkness inside you
Can make you feel so small

Show me a smile then
Don't be unhappy
Can't remember when
I last saw you laughing
This world makes you crazy
And you've taken all you can bear
Just call me up
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,43.86
ZAYN,5ZsFI1h6hIdQRw2ti0hz81,I Don’t Wanna Live Forever (Fifty Shades Darker),2y5aJvzXhHPA94U5GFAcXe,"Been sitting eyes wide open behind these four walls, hoping you'd call
It's just a cruel existence like there's no point hoping at all

Baby, baby, I feel crazy, up all night, all night and every day
Give me something, oh, but you say nothing
What is happening to me?

I don't wanna live forever, 'cause I know I'll be living in vain
And I don't wanna fit wherever
I just wanna keep calling your name until you come back home
I just wanna keep calling your name until you come back home
I just wanna keep calling your name until you come back home

I'm sitting eyes wide open and I got one thing stuck in my mind
Wondering if I dodged a bullet or just lost the love of my life, oh
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,77.38000000000001
Daniel Johnston,1jeYbk5eqo6wgsQPjLeU5w,True Love Will Find You in the End,6fEjOPaZoxQl3oha9GDJAN,"True love will find you in the end
You'll find out just who was your friend
Don't be sad, I know you will
But don't give up until
True love will find you in the end
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,95.07
Daniel Johnston,1jeYbk5eqo6wgsQPjLeU5w,Some Things Last a Long Time,0vzWUTqv0hDXJsH2fUrNlJ,"Your picture
Is still
On my wall
On my wall

The colours
Are bright
Bright
As ever

The red is strong
The blue is pure
Some things last a long time
Some things last a long time

Your picture
Is still
On my wall
On my wall
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,84.42
Daniel Johnston,1jeYbk5eqo6wgsQPjLeU5w,Walking the Cow,7GnsF8ycXY7Xh89DuQX7R6,"(This is a pig!)
(Oink, oink, oink, oink, oink)
(Do you hear the frog?)
(Croak)
(Hi, how are you?)

Tried to remember
But my feelings can't know for sure
Try to reach out
But it's gone

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,44.879999999999995
Daniel Johnston,1jeYbk5eqo6wgsQPjLeU5w,Story of an Artist,41mErQhqRBmHD41YhChsUB,"Listen up and I'll tell a story
About an artist growing old
Some would try for fame and glory
Others aren't so bold

Everyone, and friends and family
Saying, ""Hey, get a job!""
""Why do you only do that only?
Why are you so odd?
We don't really like what you do
We don't think anyone ever will
It's a problem that you have
And this problem's made you ill""

Listen up and I'll tell a story
About an artist growing old
Some would try for fame and glory
Others aren't so bold

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,56.21000000000001
Daniel Johnston,1jeYbk5eqo6wgsQPjLeU5w,Girlfriend,4VLAnhkwu4TN6h3tpaf7HE,"Do you really wanna be the girl hanging on the arm of Mr. So-Called Prince Charming?
You should know by now the road that'll lead you down
And are you really happy in this place you've returned to again?
This isn't ever gonna have a happily ever after end

()
Cause you've got the smarts and the heartaches to show for
The voice and a beauty all your own
You're better off alone till your heart can find a home
But for now, until then
Know you're more than just a girlfriend
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,91.53999999999999
Daniel Johnston,1jeYbk5eqo6wgsQPjLeU5w,Life in Vain,0G0355QSDEAcsKdV3i0a0V,"Don't wanna be free of hope
And I'm at the end of my rope
Its so tough just to be alive
When I feel like the living dead

I'm givin' it up so plain
I'm living my life in vain
And where am I going to?
I gotta really try,
Try so hard to get by
And where am I going to?

I don't know where is up or down
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,72.00999999999999
Daniel Johnston,1jeYbk5eqo6wgsQPjLeU5w,Don't Act Nice,0kdwx0lVgQ1rOhBOKvTU6d,"Don't act nice, I know who you really care about
That you think I'm weird, don't you, babe?
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,11.82
Daniel Johnston,1jeYbk5eqo6wgsQPjLeU5w,Devil Town,5RshMyWBu8HtHOC1pUNaqf,"I was living in a devil town
I didn't know it was a devil town
Oh lord it really brings me down about the devil town

All my friends were vampires
I didn't know they were vampires
It turns out I was a vampire myself in the devil town

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,94.77
Daniel Johnston,1jeYbk5eqo6wgsQPjLeU5w,Honey I Sure Miss You,30i8eVYHPnyiz6Y1XhBjZJ,"Honey, I sure miss you
And I long to kiss you
And I miss you so much
Your loving touch

You brought out the best in me
Can you bring it back to me?
'Cause I love you so much
Your loving touch
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,96.67
Daniel Johnston,1jeYbk5eqo6wgsQPjLeU5w,Good Luck,0SZPd1mWygp33UENou0rov,"{'message': {'header': {'status_code': 404, 'execute_time': 0.0041358470916748}, 'body': []}}",None,0.0
